total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month,population,f1_coamox_rate,f2_amox_coamox_ratio,f3_items_per_1000,f4_mom_change,f5_coamox_zscore
6152,4331,0,7,8,26,24,74,1595,76,11,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-07-01,1356821,0.3901,173.24,4.5341,6.3072,-0.233
5590,3924,0,1,7,14,32,96,1425,83,8,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-08-01,1356821,0.5725,118.9091,4.1199,-9.1352,0.3781
5857,4169,0,1,5,10,33,78,1489,69,3,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-09-01,1356821,0.5634,122.6176,4.3167,4.7764,0.3844
5970,4193,0,4,3,23,31,84,1528,100,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-10-01,1356821,0.5193,131.0312,4.4,1.9293,0.2869
5737,4047,0,8,8,24,30,79,1437,101,3,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-11-01,1356821,0.5229,130.5484,4.2283,-3.9028,0.4082
5914,4096,1,6,13,25,32,108,1516,110,7,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-12-01,1356821,0.5411,124.1212,4.3587,3.0852,0.3375
5878,4141,3,4,11,18,37,90,1478,93,3,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-01-01,1356821,0.6295,108.9737,4.3322,-0.6087,0.7825
5417,3851,2,0,7,14,25,93,1354,63,8,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-02-01,1356821,0.4615,148.1154,3.9924,-7.8428,-0.1752
5477,3835,1,3,8,6,15,100,1424,79,6,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-03-01,1356821,0.2739,239.6875,4.0366,1.1076,-0.5225
5273,3733,2,2,8,25,35,92,1339,36,1,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-04-01,1356821,0.6638,103.6944,3.8863,-3.7247,0.9348
5500,3856,1,2,9,29,43,100,1404,52,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-05-01,1356821,0.7818,87.6364,4.0536,4.3049,1.1505
5847,4112,1,3,15,18,28,114,1501,53,2,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-06-01,1356821,0.4789,141.7931,4.3093,6.3091,0.1486
5702,3953,0,4,14,24,34,85,1452,134,2,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-07-01,1356821,0.5963,112.9429,4.2025,-2.4799,0.5124
5519,3943,3,3,13,15,32,88,1371,43,8,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-08-01,1356821,0.5798,119.4848,4.0676,-3.2094,0.4212
6287,4484,2,5,6,20,36,88,1577,60,9,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-09-01,1356821,0.5726,121.1892,4.6336,13.9156,0.4519
6511,4609,1,6,9,19,32,106,1651,76,2,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-10-01,1356821,0.4915,139.6667,4.7987,3.5629,0.3181
5649,4076,0,3,18,20,28,72,1353,72,7,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-11-01,1356821,0.4957,140.5517,4.1634,-13.2391,0.1641
6362,4552,1,6,13,24,38,80,1598,50,0,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2025-12-01,1356821,0.5973,116.7179,4.6889,12.6217,0.3619
5992,4243,2,5,19,29,20,87,1484,102,1,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2026-01-01,1356821,0.3338,202.0476,4.4162,-5.8158,-0.4396
5785,4039,2,1,9,10,25,82,1505,102,10,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2026-02-01,1356821,0.4322,155.3462,4.2636,-3.4546,0.0214
7427,4891,0,9,14,13,28,139,2231,87,15,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-01-01,1246157,0.377,168.6552,5.9599,0.0,-0.2296
7026,4639,0,6,21,12,24,125,2120,67,12,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-02-01,1246157,0.3416,185.56,5.6381,-5.3992,-0.3894
7953,5260,0,7,18,19,37,143,2358,91,20,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-03-01,1246157,0.4652,138.4211,6.382,13.1939,0.0647
6378,4237,2,6,12,14,22,119,1844,103,19,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-04-01,1246157,0.3449,184.2174,5.1181,-19.8038,-0.4819
7157,4707,0,8,15,18,40,132,2150,72,15,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-05-01,1246157,0.5589,114.8049,5.7433,12.2139,0.5792
7009,4627,0,6,18,11,34,144,2029,120,20,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-06-01,1246157,0.4851,132.2,5.6245,-2.0679,0.4168
5806,3870,1,10,10,14,34,111,1641,101,14,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-07-01,1246157,0.5856,110.5714,4.6591,-17.1636,0.6894
5972,3897,0,5,11,10,13,134,1756,130,16,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-08-01,1246157,0.2177,278.3571,4.7923,2.8591,-0.9464
6207,4129,0,3,15,18,15,131,1812,64,20,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-09-01,1246157,0.2417,258.0625,4.9809,3.935,-0.7883
6208,4110,0,5,15,20,29,127,1831,58,13,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-10-01,1246157,0.4671,137.0,4.9817,0.0161,0.0789
6193,4087,0,3,14,14,24,109,1877,61,4,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-11-01,1246157,0.3875,163.48,4.9697,-0.2416,-0.1614
5936,3951,1,6,16,19,33,106,1752,44,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2022-12-01,1246157,0.5559,116.2059,4.7634,-4.1498,0.3948
6332,4217,1,10,13,15,28,115,1887,41,5,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-01-01,1246157,0.4422,145.4138,5.0812,6.6712,0.0884
5892,3996,1,9,8,16,12,103,1702,37,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-02-01,1246157,0.2037,307.3846,4.7281,-6.9488,-0.7779
6852,4566,2,8,18,11,29,128,2041,39,10,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-03-01,1246157,0.4232,152.2,5.4985,16.2933,-0.0594
5433,3727,2,3,16,5,17,88,1550,16,9,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-04-01,1246157,0.3129,207.0556,4.3598,-20.7093,-0.5259
6104,4132,0,6,13,10,24,121,1751,32,15,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-05-01,1246157,0.3932,165.28,4.8983,12.3505,-0.1708
6001,4027,1,4,10,5,13,108,1794,30,9,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-06-01,1246157,0.2166,287.6429,4.8156,-1.6874,-0.7583
6080,4057,0,7,7,5,21,103,1835,29,16,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-07-01,1246157,0.3454,184.4091,4.879,1.3164,-0.3674
5862,3883,0,3,10,12,25,124,1771,21,13,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-08-01,1246157,0.4265,149.3462,4.7041,-3.5855,-0.1362
5842,3854,0,2,4,17,15,127,1790,25,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-09-01,1246157,0.2568,240.875,4.688,-0.3412,-0.6337
6030,4153,0,3,15,10,17,125,1685,13,9,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-10-01,1246157,0.2819,230.7222,4.8389,3.2181,-0.6109
5785,3912,0,2,6,11,14,124,1685,24,7,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-11-01,1246157,0.242,260.8,4.6423,-4.063,-0.7461
5793,3873,0,2,15,22,19,142,1693,20,7,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2023-12-01,1246157,0.328,193.65,4.6487,0.1383,-0.4806
5988,4033,1,4,9,17,9,125,1764,18,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-01-01,1246157,0.1503,403.3,4.8052,3.3661,-1.1866
5739,3846,2,2,15,19,18,123,1670,32,12,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-02-01,1246157,0.3136,202.4211,4.6054,-4.1583,-0.4081
5438,3661,2,2,9,15,7,117,1589,26,10,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-03-01,1246157,0.1287,457.625,4.3638,-5.2448,-1.1512
5445,3686,1,7,15,20,7,116,1543,37,13,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-04-01,1246157,0.1286,460.75,4.3694,0.1287,-1.1207
5598,3779,0,2,11,16,9,116,1628,27,10,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-05-01,1246157,0.1608,377.9,4.4922,2.8099,-1.1085
5094,3451,0,5,9,25,22,101,1445,28,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-06-01,1246157,0.4319,150.0435,4.0878,-9.0032,-0.064
5684,3848,0,2,12,19,35,95,1638,26,9,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-07-01,1246157,0.6158,106.8889,4.5612,11.5823,0.5365
4930,3231,0,2,11,18,37,85,1515,21,10,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-08-01,1246157,0.7505,85.0263,3.9562,-13.2653,1.0036
5343,3594,0,3,17,26,10,87,1572,25,9,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-09-01,1246157,0.1872,326.7273,4.2876,8.3773,-0.8383
5730,3937,0,4,12,28,21,92,1592,29,15,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-10-01,1246157,0.3665,178.9545,4.5981,7.2431,-0.3243
5185,3468,0,2,9,32,27,90,1519,29,9,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-11-01,1246157,0.5207,123.8571,4.1608,-9.5113,0.399
5194,3583,0,5,18,25,22,94,1408,29,10,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2024-12-01,1246157,0.4236,155.7826,4.168,0.1736,-0.0552
5485,3736,0,9,4,14,30,84,1574,26,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-01-01,1246157,0.5469,120.5161,4.4015,5.6026,0.4654
4900,3318,1,6,11,16,27,97,1386,25,13,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-02-01,1246157,0.551,118.5,3.9321,-10.6655,0.1441
5084,3515,1,4,7,25,16,87,1395,26,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-03-01,1246157,0.3147,206.7647,4.0797,3.7551,-0.3988
5029,3445,1,4,12,17,14,78,1422,33,3,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-04-01,1246157,0.2784,229.6667,4.0356,-1.0818,-0.484
5044,3436,0,3,15,24,10,89,1429,28,10,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-05-01,1246157,0.1983,312.3636,4.0476,0.2983,-0.8604
4959,3365,1,3,18,29,9,84,1424,18,8,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-06-01,1246157,0.1815,336.5,3.9794,-1.6852,-0.8986
5279,3568,1,0,9,15,20,97,1524,34,11,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-07-01,1246157,0.3789,169.9048,4.2362,6.4529,-0.2899
4802,3207,2,1,12,22,11,88,1424,33,2,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-08-01,1246157,0.2291,267.25,3.8534,-9.0358,-0.7161
6172,4142,1,3,8,24,49,106,1780,46,13,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-09-01,1246157,0.7939,82.84,4.9528,28.5298,1.1527
5506,3745,1,3,8,20,15,95,1574,39,6,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-10-01,1246157,0.2724,234.0625,4.4184,-10.7907,-0.3665
4974,3343,0,0,7,27,11,68,1475,38,5,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-11-01,1246157,0.2211,278.5833,3.9915,-9.6622,-0.8315
5298,3631,0,1,9,18,18,78,1484,53,6,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2025-12-01,1246157,0.3398,191.1053,4.2515,6.5139,-0.4433
5314,3678,3,0,13,10,18,83,1454,51,4,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2026-01-01,1246157,0.3387,193.5789,4.2643,0.302,-0.4209
5151,3463,1,2,5,16,9,93,1491,66,5,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2026-02-01,1246157,0.1747,346.3,4.1335,-3.0674,-1.0649
2696,1889,0,2,8,20,5,47,690,32,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-01-01,1013985,0.1855,314.8333,2.6588,0.0,-0.969
2603,1811,1,2,2,21,4,39,680,41,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-02-01,1013985,0.1537,362.2,2.5671,-3.4496,-1.1301
2826,1943,1,0,6,29,8,55,749,29,6,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-03-01,1013985,0.2831,215.8889,2.787,8.567,-0.7243
2381,1685,1,1,0,17,11,31,605,28,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-04-01,1013985,0.462,140.4167,2.3482,-15.7466,0.1181
2670,1807,0,1,7,21,11,58,718,43,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-05-01,1013985,0.412,150.5833,2.6332,12.1378,-0.0698
2467,1712,1,0,0,23,5,36,656,33,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-06-01,1013985,0.2027,285.3333,2.433,-7.603,-0.9018
2329,1605,0,0,4,15,4,49,620,27,5,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-07-01,1013985,0.1717,321.0,2.2969,-5.5938,-1.1846
2360,1613,1,0,5,17,4,43,648,26,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,1013985,0.1695,322.6,2.3275,1.331,-1.19
2412,1661,1,2,6,14,2,29,662,33,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-09-01,1013985,0.0829,553.6667,2.3787,2.2034,-1.4198
2275,1573,4,1,3,5,7,31,613,34,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-10-01,1013985,0.3077,196.625,2.2436,-5.6799,-0.5215
2436,1657,0,1,7,11,8,29,687,35,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-11-01,1013985,0.3284,184.1111,2.4024,7.0769,-0.4672
2377,1609,1,0,11,10,8,47,652,36,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-12-01,1013985,0.3366,178.7778,2.3442,-2.422,-0.437
2224,1526,1,1,5,10,7,26,613,32,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-01-01,1013985,0.3147,190.75,2.1933,-6.4367,-0.4417
2243,1529,0,2,6,13,3,46,602,38,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-02-01,1013985,0.1337,382.25,2.2121,0.8543,-1.0588
2424,1669,1,0,7,11,6,42,647,40,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-03-01,1013985,0.2475,238.4286,2.3906,8.0695,-0.747
2074,1404,0,1,10,17,2,22,577,39,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-04-01,1013985,0.0964,468.0,2.0454,-14.4389,-1.3221
2076,1426,0,0,4,13,6,31,564,31,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-05-01,1013985,0.289,203.7143,2.0474,0.0964,-0.6185
2270,1545,2,3,9,16,2,37,620,34,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-06-01,1013985,0.0881,515.0,2.2387,9.3449,-1.2325
2019,1358,0,1,2,6,5,30,573,42,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-07-01,1013985,0.2476,226.3333,1.9912,-11.0573,-0.7579
2076,1414,1,0,8,12,3,33,571,32,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-08-01,1013985,0.1445,353.5,2.0474,2.8232,-1.068
1950,1326,0,0,3,14,4,31,523,44,5,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-09-01,1013985,0.2051,265.2,1.9231,-6.0694,-0.8306
2099,1421,0,0,6,20,1,25,592,31,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-10-01,1013985,0.0476,710.5,2.0701,7.641,-1.5605
2192,1540,0,1,4,13,5,27,565,35,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-11-01,1013985,0.2281,256.6667,2.1618,4.4307,-0.7987
2061,1413,0,0,2,10,2,33,553,48,0,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2023-12-01,1013985,0.097,471.0,2.0326,-5.9763,-1.4071
2299,1537,1,0,6,15,6,34,641,56,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-01-01,1013985,0.261,219.5714,2.2673,11.5478,-0.6663
2115,1393,1,0,4,12,5,50,592,54,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-02-01,1013985,0.2364,232.1667,2.0858,-8.0035,-0.7659
2085,1393,2,0,5,13,5,39,589,36,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-03-01,1013985,0.2398,232.1667,2.0562,-1.4184,-0.6824
2117,1414,3,0,2,14,5,43,581,54,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-04-01,1013985,0.2362,235.6667,2.0878,1.5348,-0.7518
2020,1364,1,1,2,13,4,39,537,59,0,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-05-01,1013985,0.198,272.8,1.9921,-4.582,-0.9579
1968,1329,0,0,7,11,6,29,532,53,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-06-01,1013985,0.3049,189.8571,1.9409,-2.5743,-0.5542
2098,1422,3,0,1,15,7,31,563,56,0,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-07-01,1013985,0.3337,177.75,2.0691,6.6057,-0.4253
1971,1298,4,2,7,15,1,33,537,73,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-08-01,1013985,0.0507,649.0,1.9438,-6.0534,-1.4553
1876,1245,2,0,6,11,4,38,523,44,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-09-01,1013985,0.2132,249.0,1.8501,-4.8199,-0.7538
2085,1360,1,0,3,16,2,40,584,70,9,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-10-01,1013985,0.0959,453.3333,2.0562,11.1407,-1.4067
1887,1281,1,1,3,10,4,28,502,51,6,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-11-01,1013985,0.212,256.2,1.861,-9.4964,-0.8829
2020,1346,0,1,6,11,6,30,538,73,9,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2024-12-01,1013985,0.297,192.2857,1.9921,7.0482,-0.4784
2049,1409,0,0,3,13,6,26,541,44,7,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-01-01,1013985,0.2928,201.2857,2.0207,1.4356,-0.51
1806,1217,2,0,3,15,8,27,483,50,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-02-01,1013985,0.443,135.2222,1.7811,-11.8594,-0.2412
1956,1335,3,0,3,12,6,19,518,57,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-03-01,1013985,0.3067,190.7143,1.929,8.3056,-0.4231
1979,1314,4,1,4,13,1,45,538,56,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-04-01,1013985,0.0505,657.0,1.9517,1.1759,-1.3229
1803,1238,2,0,3,16,2,19,468,53,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-05-01,1013985,0.1109,412.6667,1.7781,-8.8934,-1.1617
1901,1280,1,0,5,20,5,28,501,60,1,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-06-01,1013985,0.263,213.3333,1.8748,5.4354,-0.6116
1975,1374,1,0,7,14,1,25,490,61,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-07-01,1013985,0.0506,687.0,1.9478,3.8927,-1.5014
1859,1188,3,0,1,10,2,30,559,64,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-08-01,1013985,0.1076,396.0,1.8334,-5.8734,-1.1101
2006,1363,5,0,1,17,6,17,521,74,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-09-01,1013985,0.2991,194.7143,1.9783,7.9075,-0.4142
2110,1387,9,1,3,7,1,36,579,85,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-10-01,1013985,0.0474,693.5,2.0809,5.1844,-1.0697
2251,1506,2,6,5,14,4,34,621,56,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-11-01,1013985,0.1777,301.2,2.22,6.6825,-0.9888
2296,1527,3,4,4,11,5,29,636,74,3,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2025-12-01,1013985,0.2178,254.5,2.2643,1.9991,-0.8248
2390,1593,1,1,3,13,5,26,664,80,4,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2026-01-01,1013985,0.2092,265.5,2.357,4.0941,-0.915
1963,1299,1,0,3,11,1,23,571,52,2,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2026-02-01,1013985,0.0509,649.5,1.9359,-17.8661,-1.5871
5733,3884,3,13,18,33,52,119,1574,28,9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-01-01,1782537,0.907,73.283,3.2162,0.0,1.8169
5895,3973,8,13,16,35,70,144,1588,43,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-02-01,1782537,1.1874,55.9577,3.3071,2.8257,2.9449
6129,4145,8,11,20,51,44,154,1673,17,6,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-03-01,1782537,0.7179,92.1111,3.4384,3.9695,1.1596
5729,3921,14,11,15,59,44,139,1497,25,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-04-01,1782537,0.768,87.1333,3.214,-6.5264,1.686
5991,4121,11,9,19,41,53,130,1580,23,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-05-01,1782537,0.8847,76.3148,3.3609,4.5732,2.0186
5601,3853,9,8,17,41,40,108,1503,12,10,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-06-01,1782537,0.7142,93.9756,3.1422,-6.5098,1.4866
5224,3636,7,8,18,37,45,105,1359,8,1,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-07-01,1782537,0.8614,79.0435,2.9307,-6.7309,1.9382
5427,3735,3,2,14,28,41,127,1455,15,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,1782537,0.7555,88.9286,3.0445,3.8859,1.7707
5564,3826,13,1,17,46,34,113,1488,19,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-09-01,1782537,0.6111,109.3143,3.1214,2.5244,0.6807
5516,3718,9,3,12,37,31,120,1552,27,7,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-10-01,1782537,0.562,116.1875,3.0945,-0.8627,0.4363
5441,3734,13,9,16,35,23,109,1466,28,8,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-11-01,1782537,0.4227,155.5833,3.0524,-1.3597,0.0207
5550,3802,6,10,20,35,51,122,1475,24,5,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-12-01,1782537,0.9189,73.1154,3.1135,2.0033,1.7715
5588,3873,13,10,18,31,29,126,1465,19,4,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2023-01-01,1782537,0.519,129.1,3.1349,0.6847,0.4078
