total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month
3426,2388,1,2,38,22,9,100,846,18,2,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-01-01
3139,2232,2,3,36,33,10,88,706,22,7,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-02-01
4088,2872,0,2,44,47,8,123,939,45,8,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-03-01
2978,2102,0,2,28,28,6,84,693,29,6,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-04-01
3356,2317,1,3,31,39,10,96,819,31,9,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-05-01
3321,2320,0,2,43,30,19,94,778,27,8,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-06-01
2991,2096,1,0,36,24,7,85,687,43,12,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-07-01
3366,2339,4,1,52,46,8,80,797,28,11,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-08-01
3060,2119,3,4,34,29,8,82,747,25,9,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-09-01
3272,2330,0,0,31,37,6,103,715,36,14,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-10-01
3498,2462,2,1,50,34,4,107,775,43,20,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-11-01
3102,2192,6,1,47,25,6,90,679,43,13,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2023-12-01
3065,2147,7,1,35,31,6,96,678,53,11,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-01-01
3083,2119,3,0,31,29,9,90,741,46,15,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-02-01
2950,2040,1,1,52,37,15,90,677,30,7,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-03-01
2876,2014,1,2,28,36,4,105,642,41,3,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-04-01
3370,2410,0,3,37,38,5,79,760,28,10,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-05-01
2664,1906,1,2,33,23,7,60,597,27,8,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-06-01
3001,2078,2,1,33,39,7,70,723,31,17,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-07-01
2979,2135,3,1,29,29,8,77,671,21,5,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-08-01
2839,1991,3,4,21,26,9,63,662,48,12,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-09-01
3102,2164,2,6,32,41,12,78,716,45,6,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-10-01
2897,2070,0,1,32,22,8,74,629,47,14,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-11-01
3168,2237,0,1,37,21,4,86,704,66,12,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2024-12-01
3210,2276,2,2,42,27,11,71,705,59,15,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-01-01
2686,1886,1,1,26,23,4,66,630,37,12,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-02-01
2984,2105,6,3,35,28,4,60,683,55,5,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-03-01
2976,2018,3,1,39,27,6,77,747,51,7,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-04-01
3032,2099,3,1,35,28,7,55,739,60,5,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-05-01
2874,1955,0,4,38,23,6,62,727,53,6,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-06-01
3079,2172,2,3,44,35,12,70,690,50,1,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-07-01
2922,2090,6,1,36,31,4,71,645,34,4,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-08-01
2997,2054,1,3,40,29,10,65,746,39,10,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-09-01
3122,2183,1,4,35,31,3,66,760,36,3,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-10-01
3023,2113,7,0,37,42,8,72,698,37,9,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-11-01
3100,2200,2,3,41,29,13,72,689,39,12,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2025-12-01
3163,2262,0,3,26,35,13,75,708,33,8,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2026-01-01
2764,1948,3,5,24,33,11,59,640,36,5,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2026-02-01
6642,4380,15,5,26,26,59,146,1938,36,11,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-01-01
6745,4439,14,5,30,24,41,135,2011,31,15,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-02-01
7392,4861,30,3,25,39,49,156,2175,39,15,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-03-01
6661,4425,34,10,39,27,32,120,1928,34,12,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-04-01
7098,4646,32,1,22,34,40,153,2120,36,14,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-05-01
6907,4629,25,3,23,28,36,134,1979,36,14,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-06-01
6213,4080,28,3,28,30,37,130,1815,39,23,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-07-01
5737,3803,27,5,20,21,26,104,1696,21,14,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-08-01
6482,4278,23,1,18,18,49,130,1916,33,16,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-09-01
6488,4318,20,7,29,44,39,131,1869,19,12,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-10-01
6781,4483,30,1,20,27,33,147,1985,39,16,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-11-01
6605,4364,17,3,39,31,31,144,1924,32,20,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2022-12-01
6786,4524,18,2,26,22,36,138,1965,40,15,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-01-01
6482,4365,12,3,23,31,36,109,1847,43,13,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-02-01
7312,4912,22,4,40,34,29,154,2050,48,19,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-03-01
5777,3821,11,1,26,34,28,113,1704,25,14,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-04-01
6404,4278,27,3,49,38,29,110,1803,55,12,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-05-01
6364,4227,15,2,44,23,31,116,1850,46,10,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-06-01
6566,4267,12,2,54,41,32,119,1977,46,16,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-07-01
5883,3822,12,4,36,29,29,121,1764,50,16,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-08-01
5850,3800,19,2,53,25,34,106,1713,87,11,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-09-01
6513,4196,17,4,36,31,33,110,1989,83,14,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-10-01
6481,4312,22,8,42,25,49,122,1814,72,15,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-11-01
6420,4222,13,3,34,26,49,107,1906,53,7,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2023-12-01
6833,4447,19,2,47,23,48,154,2026,51,16,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-01-01
6490,4235,11,3,61,27,25,125,1919,75,9,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-02-01
6616,4381,16,2,65,36,32,137,1893,41,13,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-03-01
6379,4179,14,2,60,24,23,137,1872,56,12,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-04-01
6402,4157,12,2,87,35,25,120,1903,52,9,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-05-01
6281,4153,16,5,61,29,20,102,1835,50,10,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-06-01
6530,4307,19,5,64,40,31,99,1893,64,8,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-07-01
5928,3920,11,4,39,31,45,107,1712,51,8,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-08-01
6183,4023,18,4,27,32,43,111,1847,67,11,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-09-01
6548,4394,20,3,36,40,28,112,1853,49,13,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-10-01
6871,4568,9,0,47,38,28,108,1979,85,9,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-11-01
6233,4126,16,2,28,29,25,114,1807,72,14,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2024-12-01
6716,4503,18,3,48,32,24,105,1913,58,12,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-01-01
6056,4036,14,0,34,42,29,93,1745,58,5,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-02-01
6524,4392,20,5,30,31,21,118,1854,44,9,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-03-01
6352,4212,26,1,32,32,25,120,1843,44,17,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-04-01
6620,4457,10,4,47,30,32,104,1878,50,8,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-05-01
6972,4709,13,7,45,35,21,95,1987,53,7,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-06-01
6647,4425,11,3,48,36,20,107,1916,67,14,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-07-01
6002,3938,14,1,40,26,24,99,1808,40,12,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-08-01
6551,4358,11,3,44,31,27,108,1889,63,17,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-09-01
6762,4590,19,3,40,42,22,119,1856,60,11,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-10-01
6133,4145,9,3,42,29,21,93,1723,58,10,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-11-01
6404,4313,18,2,26,29,22,111,1821,53,9,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2025-12-01
6759,4550,11,0,37,38,22,91,1927,63,20,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2026-01-01
5925,3997,28,5,35,28,19,81,1678,47,7,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,2026-02-01
11918,7950,0,8,29,50,15,183,3367,291,25,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-01-01
11791,7852,0,7,36,52,22,175,3359,274,14,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-02-01
13062,8646,2,8,29,66,24,213,3701,343,30,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-03-01
10941,7315,3,8,21,45,17,205,3004,305,18,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-04-01
12019,7816,1,9,30,59,23,210,3489,362,20,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-05-01
10916,7209,2,8,29,61,18,173,3129,275,12,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-06-01
11202,7381,2,4,35,50,21,187,3184,317,21,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-07-01
11236,7391,4,7,39,52,26,186,3195,329,7,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-08-01
11144,7397,4,10,28,51,23,149,3175,295,12,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-09-01
10909,7218,2,12,32,52,18,164,3077,316,18,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-10-01
11433,7547,1,11,34,64,16,179,3238,329,14,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-11-01
11516,7642,2,19,44,69,15,197,3131,370,27,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2022-12-01
11547,7458,1,10,32,70,23,198,3345,391,19,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-01-01
10338,6673,2,9,29,42,16,178,2919,457,13,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-02-01
12115,7775,2,12,33,35,28,164,3515,533,18,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-03-01
9683,6280,1,4,35,33,21,148,2772,375,14,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-04-01
10135,6551,0,6,24,41,14,159,2848,480,12,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-05-01
10635,6881,4,3,37,52,17,170,3008,454,9,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-06-01
9520,6160,0,9,20,52,16,129,2734,389,11,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-07-01
10328,6576,1,8,29,55,22,139,3012,476,10,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-08-01
10300,6594,3,9,25,58,23,171,2987,421,9,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-09-01
10339,6583,1,4,48,57,16,150,2967,506,7,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-10-01
10370,6656,1,10,23,52,21,156,2992,454,5,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-11-01
10349,6823,0,7,27,41,20,180,2775,468,8,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2023-12-01
10376,6775,0,8,33,53,19,145,2827,507,9,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-01-01
9739,6265,1,9,37,36,17,165,2748,445,16,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-02-01
10077,6426,1,11,24,53,25,173,2793,556,15,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-03-01
10047,6567,1,6,36,48,21,153,2699,507,9,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-04-01
9731,6206,1,4,28,45,29,147,2696,567,8,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-05-01
9160,5939,1,4,25,36,23,128,2481,515,8,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-06-01
9949,6446,0,7,38,36,26,131,2691,564,10,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-07-01
8940,5695,2,3,24,40,24,92,2440,610,10,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-08-01
9229,5917,1,5,28,54,17,132,2528,538,9,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-09-01
10109,6486,1,5,23,41,24,155,2789,574,11,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-10-01
9115,5835,0,3,32,58,16,110,2535,518,8,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-11-01
9378,6132,2,6,42,36,14,130,2461,538,17,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2024-12-01
9245,5930,3,3,25,30,19,102,2558,565,10,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-01-01
8650,5520,4,8,27,35,18,117,2346,557,18,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-02-01
8266,5340,4,6,20,37,15,128,2216,488,12,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-03-01
8920,5693,3,6,20,46,21,136,2395,585,15,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-04-01
8830,5667,0,7,22,51,16,135,2381,536,15,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-05-01
8404,5264,1,11,28,37,16,108,2314,610,15,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-06-01
8825,5456,0,4,25,48,15,101,2502,657,17,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-07-01
7849,4934,1,7,23,38,20,81,2207,526,12,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-08-01
8675,5358,5,3,25,45,27,104,2442,659,7,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-09-01
8807,5411,7,10,22,40,18,99,2507,676,17,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-10-01
8059,5007,5,8,15,32,10,89,2173,708,12,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-11-01
8526,5232,2,7,28,46,16,98,2371,713,13,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2025-12-01
8140,4959,6,2,23,53,17,88,2234,747,11,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2026-01-01
7749,4740,2,2,24,42,13,87,2123,709,7,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2026-02-01
10963,6937,22,53,43,28,155,273,3386,42,24,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-01-01
10915,6889,18,48,41,35,122,242,3448,52,20,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-02-01
11853,7621,18,57,48,39,113,250,3616,69,22,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-03-01
10157,6637,30,67,59,45,69,246,2938,40,26,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-04-01
11130,7162,24,65,46,31,78,245,3409,52,18,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-05-01
11179,7180,15,57,58,38,78,242,3452,38,21,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-06-01
10332,6732,22,36,37,38,99,206,3109,29,24,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-07-01
9912,6551,11,42,31,29,59,201,2934,33,21,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-08-01
11033,7222,19,55,32,44,60,223,3319,46,13,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-09-01
10582,6986,14,47,39,38,69,216,3120,45,8,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-10-01
10810,6991,16,44,43,36,76,234,3304,54,12,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-11-01
10330,6783,21,36,42,36,64,227,3058,47,16,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2022-12-01
11188,7411,16,29,58,22,63,223,3309,43,14,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-01-01
10551,6898,30,22,54,24,63,220,3178,49,13,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-02-01
11606,7625,16,30,39,41,56,238,3476,70,15,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-03-01
9445,6174,47,32,51,27,67,185,2783,66,13,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-04-01
10587,7075,31,52,29,35,70,210,2999,70,16,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-05-01
10527,6761,59,23,76,38,57,209,3183,105,16,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-06-01
10319,6658,41,13,50,34,52,215,3143,98,15,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-07-01
9869,6369,32,32,40,35,42,231,3009,63,16,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-08-01
10046,6564,31,16,72,26,58,220,2964,78,17,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-09-01
10245,6733,27,23,71,28,51,196,3000,100,16,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-10-01
10069,6572,18,24,68,19,66,209,2969,111,13,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-11-01
11379,7482,27,67,86,29,53,244,3283,88,20,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2023-12-01
10827,7219,19,28,68,22,70,217,3103,65,16,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-01-01
10371,6815,19,13,73,29,77,223,3051,56,15,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-02-01
10375,6832,37,23,92,26,68,228,2991,54,24,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-03-01
9967,6587,25,20,96,24,45,225,2867,68,10,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-04-01
10445,6906,28,13,37,39,50,213,3059,76,24,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-05-01
10119,6672,12,16,28,37,65,196,2969,111,13,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-06-01
10546,7017,7,8,46,47,46,191,3087,87,10,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-07-01
9445,6365,9,3,34,23,20,180,2718,81,12,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-08-01
10499,6967,10,11,56,32,45,200,3066,102,10,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-09-01
10993,7273,23,18,53,31,49,210,3244,74,18,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-10-01
10073,6699,19,9,52,34,46,197,2902,99,16,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-11-01
10113,6697,22,11,46,37,36,196,2957,93,18,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2024-12-01
10797,7236,23,13,36,32,38,172,3133,96,18,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-01-01
9528,6411,18,16,46,27,33,178,2725,59,15,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-02-01
9488,6204,22,10,54,26,29,202,2841,86,14,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-03-01
9904,6529,22,7,41,31,32,174,2971,74,23,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-04-01
10245,6690,10,12,38,37,30,202,3138,67,21,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-05-01
9945,6599,19,4,39,24,28,172,2957,88,15,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-06-01
10798,7060,15,9,36,20,32,191,3367,59,9,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-07-01
9671,6290,17,7,31,22,21,161,3045,62,15,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-08-01
10729,7010,21,1,36,30,31,191,3322,76,11,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-09-01
10538,6911,23,5,26,24,26,193,3244,73,13,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-10-01
10209,6654,17,7,30,14,34,167,3170,98,18,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-11-01
10020,6533,15,5,36,49,30,187,3069,84,12,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2025-12-01
10255,6702,24,5,18,24,35,172,3175,87,13,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2026-01-01
9563,6249,24,7,20,32,20,163,2946,84,18,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2026-02-01
11077,7465,11,5,68,24,54,221,3157,58,14,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-01-01
11318,7609,33,6,41,30,52,250,3241,44,12,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-02-01
12580,8650,22,11,67,17,49,265,3437,40,22,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-03-01
11015,7271,42,9,66,34,36,270,3229,44,14,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-04-01
11460,7774,26,3,62,29,43,270,3204,36,13,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-05-01
11234,7577,29,6,46,28,32,254,3205,37,20,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-06-01
10537,7100,27,7,38,26,47,206,3048,28,10,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-07-01
9941,6698,36,1,45,24,32,205,2843,35,22,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-08-01
10937,7364,29,4,52,24,44,220,3144,43,13,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-09-01
10844,7213,35,3,54,34,37,240,3164,53,11,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-10-01
11315,7552,28,2,56,34,39,193,3329,67,15,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-11-01
10997,7452,31,6,56,23,48,248,3064,56,13,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2022-12-01
11574,7991,22,6,50,26,42,201,3167,53,16,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-01-01
10522,7125,27,3,37,29,38,226,2965,64,8,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-02-01
11848,8015,37,4,42,44,45,236,3343,69,13,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-03-01
9849,6672,20,9,45,36,33,195,2781,50,8,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-04-01
10619,7260,33,7,58,28,42,198,2927,55,11,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-05-01
10912,7347,23,5,60,21,47,215,3130,47,17,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-06-01
10745,7316,26,2,62,25,41,206,3008,50,9,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-07-01
10651,7179,39,7,68,40,45,213,3001,46,13,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-08-01
10144,6932,38,6,58,28,33,184,2826,28,11,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-09-01
10578,7219,26,1,56,53,32,204,2926,50,11,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-10-01
10666,7348,35,5,50,30,43,193,2873,75,14,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-11-01
10459,7133,38,4,52,33,46,208,2849,87,9,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2023-12-01
11186,7613,45,8,61,37,46,201,3066,89,20,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2024-01-01
10753,7258,31,3,54,41,31,182,3068,72,13,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2024-02-01
10804,7295,22,6,68,35,32,190,3060,82,14,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2024-03-01
10598,7051,32,4,65,34,34,182,3110,74,12,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2024-04-01
10992,7538,30,3,72,37,34,180,3028,66,4,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2024-05-01
